Dublin Core:Identifier,upload_url,tags,Item Type Metadata:Original Format,Item Type Metadata:Physical Dimensions,Dublin Core:Title,Dublin Core:Description,Dublin Core:Creator,Dublin Core:Source,Dublin Core:Publisher,Dublin Core:Date,Dublin Core:Rights,Dublin Core:Format,Dublin Core:Language,Dublin Core:Type
mrf_ana_ph_03,https://bassettassociates.s3.amazonaws.com/mrf/ana/mrf_ana_ph_03.tif,"Muirfield,analysis",photo,2337x1556,Aerial view showing golf course and housing,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
mrf_ana_ph_04,https://bassettassociates.s3.amazonaws.com/mrf/ana/mrf_ana_ph_04.tif,"Muirfield,analysis",photo,1522x2305,Maple trees showing fall colors,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
mrf_ana_pl_00,https://bassettassociates.s3.amazonaws.com/mrf/ana/mrf_ana_pl_00.tif,"Muirfield,analysis,storm water",plan,2324x3560,Second golf course watershed plan,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
mrf_ana_pl_01,https://bassettassociates.s3.amazonaws.com/mrf/ana/mrf_ana_pl_01.tif,"Muirfield,analysis",plan,1617x1939,"Soils inventory, Muirfield Village, Dublin, Ohio",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
mrf_ana_pl_02,https://bassettassociates.s3.amazonaws.com/mrf/ana/mrf_ana_pl_02.tif,"Muirfield,analysis",plan,1630x1939,"Slope analysis, Muirfield Village, Dublin, Ohio",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
mrf_ana_pl_03,https://bassettassociates.s3.amazonaws.com/mrf/ana/mrf_ana_pl_03.tif,"Muirfield,analysis",plan,1590x2034,"Plant life inventory, Muirfield Village, Dublin, Ohio",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
mrf_ana_pl_04,https://bassettassociates.s3.amazonaws.com/mrf/ana/mrf_ana_pl_04.tif,"Muirfield,analysis,storm water",plan,1617x1980,"Hydrology analysis, Muirfield Village, Dublin, Ohio",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
mrf_tra_ph_00,https://bassettassociates.s3.amazonaws.com/mrf/tra/mrf_tra_ph_00.tif,"Muirfield,transportation",photo,2246x1538,Pedestrian walkway between neighborhoods,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
mrf_tra_ph_01,https://bassettassociates.s3.amazonaws.com/mrf/tra/mrf_tra_ph_01.tif,"Muirfield,transportation",photo,2250x1500,Landscaped berm between boulevard and housing,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
mrf_tra_ph_02,https://bassettassociates.s3.amazonaws.com/mrf/tra/mrf_tra_ph_02.tif,"Muirfield,transportation",photo,2250x1500,Narrow local road,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
mrf_tra_ph_03,https://bassettassociates.s3.amazonaws.com/mrf/tra/mrf_tra_ph_03.tif,"Muirfield,transportation",photo,2319x1574,Pedestrian underpass with car passing over,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
mrf_tra_ph_04,https://bassettassociates.s3.amazonaws.com/mrf/tra/mrf_tra_ph_04.tif,"Muirfield,transportation",photo,2400x1908,Pedestrian underpass below boulevard,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
mrf_tra_pl_00,https://bassettassociates.s3.amazonaws.com/mrf/tra/mrf_tra_pl_00.tif,"Muirfield,transportation,masterplan",plan,3939x3041,Muirfield Village master plan,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
mrf_tra_sk_00,https://bassettassociates.s3.amazonaws.com/mrf/tra/mrf_tra_sk_00.tif,"Muirfield,transportation,section",sketch,2317x1181,Parkway cross section,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
mrf_use_ph_00,https://bassettassociates.s3.amazonaws.com/mrf/use/mrf_use_ph_00.tif,"Muirfield,land use planning",photo,2246x1565,Golf green with houses in background,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
mrf_use_ph_01,https://bassettassociates.s3.amazonaws.com/mrf/use/mrf_use_ph_01.tif,"Muirfield,land use planning",photo,2328x1538,Houses and landscaping behind golf course,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
mrf_use_ph_02,https://bassettassociates.s3.amazonaws.com/mrf/use/mrf_use_ph_02.tif,"Muirfield,land use planning",photo,2246x1556,Golf course with path and houses in background,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
mrf_use_ph_03,https://bassettassociates.s3.amazonaws.com/mrf/use/mrf_use_ph_03.tif,"Muirfield,land use planning",photo,1549x1370,Swimming pools with swimmers,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
mrf_use_ph_04,https://bassettassociates.s3.amazonaws.com/mrf/use/mrf_use_ph_04.tif,"Muirfield,land use planning",photo,2365x1519,Lake with bridge,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
mrf_use_ph_05,https://bassettassociates.s3.amazonaws.com/mrf/use/mrf_use_ph_05.tif,"Muirfield,land use planning",photo,2264x1574,Golf clubhouse with blooming trees in foreground,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
mrf_use_ph_06,https://bassettassociates.s3.amazonaws.com/mrf/use/mrf_use_ph_06.tif,"Muirfield,land use planning",photo,1617x2360,Red flowers,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
mrf_use_ph_07,https://bassettassociates.s3.amazonaws.com/mrf/use/mrf_use_ph_07.tif,"Muirfield,land use planning,animal",photo,2874x1944,Swans in a lake with houses behind,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
mrf_use_pl_00,https://bassettassociates.s3.amazonaws.com/mrf/use/mrf_use_pl_00.tif,"Muirfield,land use planning",plan,2136x1602,Housing complex plan with patio homes,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
mrf_use_pl_01,https://bassettassociates.s3.amazonaws.com/mrf/use/mrf_use_pl_01.tif,"Muirfield,land use planning",plan,2959x3326,Land use plan for Muirfield Village,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
mrf_use_pl_02,https://bassettassociates.s3.amazonaws.com/mrf/use/mrf_use_pl_02.tif,"Muirfield,land use planning",plan,2540x3316,Muirfield Phase 1 court concept plan,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
mrf_use_pl_03,https://bassettassociates.s3.amazonaws.com/mrf/use/mrf_use_pl_03.tif,"Muirfield,land use planning",plan,3508x2540,Muirfield Phase 1 design plan,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
mrf_use_sk_00,https://bassettassociates.s3.amazonaws.com/mrf/use/mrf_use_sk_00.tif,"Muirfield,land use planning,section",sketch,2279x1103,Cross section of court for Muirfield Phase 1,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
pvt_crouse_sk_00,https://bassettassociates.s3.amazonaws.com/pvt/crouse/pvt_crouse_sk_00.tif,"private estate,Crouse,artwork",sketch,3023x2245,"Mr. and Mrs. J. L. Crouse residence, Lima, Ohio",,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
pvt_gavin_sk_00,https://bassettassociates.s3.amazonaws.com/pvt/galvin/pvt_galvin_sk_00.tif,"private estate,Galvin,artwork",sketch,4451x2913,"North elevation, landscape for the W. W. Galvin residence",,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
zoo_bin_ph_00,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_00.jpg,"zoo,Binder Park",photo,1096x1596,Flags at exhibit entrance,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_bin_ph_01,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_01.jpg,"zoo,Binder Park,animal",photo,1596x1092,Animals in exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_bin_ph_02,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_02.jpg,"zoo,Binder Park",photo,1600x1088,Shittle vehicles,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_bin_ph_03,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_03.jpg,"zoo,Binder Park",photo,1620x1092,Children using stamps in interactive exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_bin_ph_04,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_04.jpg,"zoo,Binder Park,animal",photo,1596x1080,Distant view of grassland exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_bin_ph_05,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_05.jpg,"zoo,Binder Park,animal",photo,1096x1600,Ostrich in foreground of grassland exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_bin_ph_06,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_06.jpg,"zoo,Binder Park,sign",photo,1068x1588,Wild Africa banner,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_ph_07,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_07.jpg,"zoo,Binder Park",photo,1084x1560,Child playing with a puzzle in interactive exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_bin_ph_08,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_08.jpg,"zoo,Binder Park",photo,1600x1084,Child using stamps in interactive exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_bin_ph_09,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_09.jpg,"zoo,Binder Park,sign",photo,1588x1080,Entryway to Binda Conservation Discovery Center,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_ph_10,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_10.jpg,"zoo,Binder Park,sign",photo,1072x1612,Interpretive sign explaining uses of bird beaks,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_ph_11,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_11.jpg,"zoo,Binder Park,sign",photo,1600x1076,Entrance buildings for Zuri National Park exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_ph_12,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_12.jpg,"zoo,Binder Park",photo,1584x1052,Zawadi Traders concessions building,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_ph_13,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_13.jpg,"zoo,Binder Park,sign",photo,1092x1580,Entrance to Kima University Field Research Camp exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_ph_14,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_14.jpg,"zoo,Binder Park",photo,1584x1092,Confiscated ivory destruction exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_ph_15,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_15.jpg,"zoo,Binder Park",photo,1612x1092,Animal ride,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_bin_ph_16,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_16.jpg,"zoo,Binder Park",photo,1092x1600,Visitors passing through flag-lined passage,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_bin_ph_17,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_17.jpg,"zoo,Binder Park,sign",photo,1600x1104,Zuri National Park Ranger Station welcome sign with kral fencing in background,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_pl_00,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_pl_00.tif,"zoo,Binder Park,masterplan",plan,5016x2820,Binder Park Zoo Master Plan,"Master plan for Binder Park Zoo, Battle Creek, Michigan",Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
zoo_bin_pl_01,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_pl_01.jpg,"zoo,Binder Park",plan,3486x2898,"Plan overlay on aerial photograph of site, Binder Park Zoo",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_pl_02,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_pl_02.jpg,"zoo,Binder Park",plan,1596x1068,"Wilds of Africa Schematic Site Plan, Binder Park Zoo",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_pl_03,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_pl_03.jpg,"zoo,Binder Park,masterplan",plan,1596x1072,"Wild Africa Master Plan, Binder Park Zoo",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_pl_04,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_pl_04.jpg,"zoo,Binder Park,masterplan",plan,1672x1068,"Master plan for Binder Park Zoo, Battle Creek Michigan showing locations of future Asia and Latin American exhibits",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_pl_05,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_pl_05.jpg,"zoo,Binder Park",plan,1600x1072,African Plains Exhibit detail,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_sk_00,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_sk_00.jpg,"zoo,Binder Park,section",sketch,1608x1068,"Section of rhino exhibit, Binder Park Zoo",,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_col_ph_00,https://bassettassociates.s3.amazonaws.com/zoo/col/zoo_col_ph_00.tif,"zoo,Columbus",photo,2933x1968,Visitors view a water feature,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_col_ph_01,https://bassettassociates.s3.amazonaws.com/zoo/col/zoo_col_ph_01.tif,"zoo,Columbus,animal",photo,2910x1968,Bonobo on a dead tree,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_col_ph_02,https://bassettassociates.s3.amazonaws.com/zoo/col/zoo_col_ph_02.tif,"zoo,Columbus",photo,2910x1945,Children looking at a water feature,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_col_ph_03,https://bassettassociates.s3.amazonaws.com/zoo/col/zoo_col_ph_03.tif,"zoo,Columbus",photo,1971x2899,Visitors rest and look at an exhibit through clear glass,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_col_ph_04,https://bassettassociates.s3.amazonaws.com/zoo/col/zoo_col_ph_04.tif,"zoo,Columbus",photo,1971x3001,Wetlands near an exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_col_ph_05,https://bassettassociates.s3.amazonaws.com/zoo/col/zoo_col_ph_05.tif,"zoo,Columbus,animal",photo,1971x2967,Ibis spreading wings,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_col_ph_06,https://bassettassociates.s3.amazonaws.com/zoo/col/zoo_col_ph_06.tif,"zoo,Columbus",photo,2956x1957,Landscaping and elevated path through exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_col_ph_07,https://bassettassociates.s3.amazonaws.com/zoo/col/zoo_col_ph_07.jpg,"zoo,Columbus,animal",photo,3240x2224,Bonobos,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_col_ph_08,https://bassettassociates.s3.amazonaws.com/zoo/col/zoo_col_ph_08.jpg,"zoo,Columbus",photo,3160x2128,Visitors looking at an exhibit through glass from a shaded shelter,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_col_ph_09,https://bassettassociates.s3.amazonaws.com/zoo/col/zoo_col_ph_09.jpg,"zoo,Columbus,sign",photo,3328x2312,Interpretive signs for wetlands exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_col_ph_10,https://bassettassociates.s3.amazonaws.com/zoo/col/zoo_col_ph_10.jpg,"zoo,Columbus",photo,2248x3304,Children view above and below water surface of wetlands exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_col_ph_11,https://bassettassociates.s3.amazonaws.com/zoo/col/zoo_col_ph_11.jpg,"zoo,Columbus",photo,3216x2280,Visitors walking through an aviary,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_col_pl_00,https://bassettassociates.s3.amazonaws.com/zoo/col/zoo_col_pl_00.jpg,"zoo,Columbus",plan,3184x2136,Columbus Zoo African Forest concept plan,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_col_pl_01,https://bassettassociates.s3.amazonaws.com/zoo/col/zoo_col_pl_01.tif,"zoo,Columbus",plan,2933x1945,Bonobo exhibit plan detail,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
zoo_col_sk_00,https://bassettassociates.s3.amazonaws.com/zoo/col/zoo_col_sk_00.tif,"zoo,Columbus,section",sketch,2882x1273,West elevation view of entry to West Africa exhibit,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
zoo_col_sk_01,https://bassettassociates.s3.amazonaws.com/zoo/col/zoo_col_sk_01.tif,"zoo,Columbus,section",sketch,2444x700,Forest entry cross section showing interpretive center and food court,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
zoo_col_sk_02,https://bassettassociates.s3.amazonaws.com/zoo/col/zoo_col_sk_02.tif,"zoo,Columbus,section",sketch,1891x979,Aviary and colobus exhibit section,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
zoo_col_sk_03,https://bassettassociates.s3.amazonaws.com/zoo/col/zoo_col_sk_03.tif,"zoo,Columbus,section",sketch,2922x1625,Forest entry cross section (detail),,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
zoo_col_sk_05,https://bassettassociates.s3.amazonaws.com/zoo/col/zoo_col_sk_05.tif,"zoo,Columbus,artwork",sketch,4000x2750,Okapi,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_col_sk_06,https://bassettassociates.s3.amazonaws.com/zoo/col/zoo_col_sk_06.jpg,"zoo,Columbus,section",sketch,3218x1498,Gorilla exhibit cross section,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_eri_ph_00,https://bassettassociates.s3.amazonaws.com/zoo/eri/zoo_eri_ph_00.jpg,"zoo,Erie",photo,213x160,Historical photo of a dugout cabin,,unknown,original source unknown,James H. Bassett,,public domain,image/jpeg,,StillImage
zoo_eri_ph_01,https://bassettassociates.s3.amazonaws.com/zoo/eri/zoo_eri_ph_01.tif,"zoo,Erie,animal",photo,2250x1500,Prairie dog with flowers in the foreground,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_eri_ph_02,https://bassettassociates.s3.amazonaws.com/zoo/eri/zoo_eri_ph_02.tif,"zoo,Erie,animal",photo,2356x1593,Penguins swimming in their exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_eri_ph_03,https://bassettassociates.s3.amazonaws.com/zoo/eri/zoo_eri_ph_03.tif,"zoo,Erie,animal",photo,2356x1565,Children petting goats,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_eri_pl_00,https://bassettassociates.s3.amazonaws.com/zoo/eri/zoo_eri_pl_00.tif,"zoo,Erie",plan,1684x1429,Plan detail from Australian exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_eri_pl_01,https://bassettassociates.s3.amazonaws.com/zoo/eri/zoo_eri_pl_01.tif,"zoo,Erie",plan,1641x810,Plan detail of garden,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_eri_pl_02,https://bassettassociates.s3.amazonaws.com/zoo/eri/zoo_eri_pl_02.tif,"zoo,Erie",plan,5040x2823,Plan of entire project,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
zoo_eri_pl_03,https://bassettassociates.s3.amazonaws.com/zoo/eri/zoo_eri_pl_03.tif,"zoo,Erie",plan,2383x1583,Plan of entire zoo,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
zoo_eri_sk_00,https://bassettassociates.s3.amazonaws.com/zoo/eri/zoo_eri_sk_00.tif,"zoo,Erie,artwork",sketch,3404x2544,Kangaroo exhibit,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_eri_sk_01,https://bassettassociates.s3.amazonaws.com/zoo/eri/zoo_eri_sk_01.tif,"zoo,Erie,artwork",sketch,3746x2878,Oblique aerial view of entry,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_eri_sk_02,https://bassettassociates.s3.amazonaws.com/zoo/eri/zoo_eri_sk_02.tif,"zoo,Erie,section",sketch,5000x2419,Penguin exhibit,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
